Advertiser,Advertiser Currency,Insertion Order,Line Item,Device Type,Floodlight Activity Name,Browser,Operating System,App/URL,Impressions,Clicks,Total Conversions,Total Media Cost (Advertiser Currency)
{MS} {BU: VN} Ford Linked,USD,XVN19-0192_Everest_Q4_Shopper_Desktop_01136396,Competitor_Conquest_Intender_Desktop_01136396,Desktop,Unknown,Chrome,Other,speedtest.net,7,0,0,0.00591
{MS} {BU: VN} Ford Linked,USD,XVN19-0192_Everest_Q4_Shopper_Desktop_01136396,Competitor_Conquest_Intender_Desktop_01136396,Desktop,Unknown,Chrome,Other,spotify.com,5,0,0,0.003965
{MS} {BU: VN} Ford Linked,USD,XVN19-0192_Everest_Q4_Shopper_Desktop_01136396,Competitor_Conquest_Intender_Desktop_01136396,Desktop,VN_Brand_Colorizer,Chrome,Other,spotify.com,0,0,1,0
{MS} {BU: VN} Ford Linked,USD,XVN19-0192_Everest_Q4_Shopper_Desktop_01136396,Competitor_Conquest_Intender_Desktop_01136396,Desktop,VN_Brand_Vehicle_Homepage,Chrome,Other,spotify.com,0,0,1,0
{MS} {BU: VN} Ford Linked,USD,XVN19-0192_Everest_Q4_Shopper_Desktop_01136396,Competitor_Conquest_Intender_Desktop_01136396,Desktop,Unknown,Chrome,Other,surviv.io,13,0,0,0.010898
{MS} {BU: VN} Ford Linked,USD,XVN19-0192_Everest_Q4_Shopper_Desktop_01136396,Competitor_Conquest_Intender_Desktop_01136396,Desktop,Unknown,Chrome,Other,tabs.ultimate-guitar.com,1,0,0,0.000818
{MS} {BU: VN} Ford Linked,USD,XVN19-0192_Everest_Q4_Shopper_Desktop_01136396,Competitor_Conquest_Intender_Desktop_01136396,Desktop,Unknown,Chrome,Other,techtalk.vn,1,0,0,0.000817
{MS} {BU: VN} Ford Linked,USD,XVN19-0192_Everest_Q4_Shopper_Desktop_01136396,Competitor_Conquest_Intender_Desktop_01136396,Desktop,Unknown,Chrome,Other,thesprucecrafts.com,2,0,0,0.002444
{MS} {BU: VN} Ford Linked,USD,XVN19-0192_Everest_Q4_Shopper_Desktop_01136396,Competitor_Conquest_Intender_Desktop_01136396,Desktop,Unknown,Chrome,Other,tienphong.vn,2,0,0,0.001568
{MS} {BU: VN} Ford Linked,USD,XVN19-0192_Everest_Q4_Shopper_Desktop_01136396,Competitor_Conquest_Intender_Desktop_01136396,Desktop,Unknown,Chrome,Other,tinthethao.com.vn,1,0,0,0.000813
,,,,,,,,,4995369,4261,6645,1649.952526
,,,,,,,,,,,,
Report Time:,2019/11/14 09:36 GMT,,,,,,,,,,,
Date Range:,2019/11/07 to 2019/11/13,,,,,,,,,,,
Group By:,Advertiser,,,,,,,,,,,
Group By:,Advertiser Currency,,,,,,,,,,,
Group By:,Insertion Order,,,,,,,,,,,
Group By:,Line Item,,,,,,,,,,,
Group By:,Device Type,,,,,,,,,,,
Group By:,Floodlight Activity Name,,,,,,,,,,,
Group By:,Browser,,,,,,,,,,,
Group By:,Operating System,,,,,,,,,,,
Group By:,App/URL,,,,,,,,,,,
MRC Accredited Metrics,"Impressions(Desktop Video, Mobile Video, Desktop Display, Desktop Rich Media, In-App Video, Mobile Display, Mobile Rich Media, In-App Display, In-App Rich Media)","Clicks(Desktop Video, Desktop Display, Desktop Rich Media, Mobile Video, Mobile Display, Mobile Rich Media, In-App Video, In-App Display, In-App Rich Media)",,,,,,,,,,
Filter by Campaign ID:,3422227,3422244,,,,,,,,,,
Filter by Partner ID:,3237134,,,,,,,,,,,
